"rank","journalname","jcryear","abbrjournal","issn","eissn","totalcites","totalarticles","citableitems","citedhalflife","citinghalflife","jif2019","url_revista"
"19969","GREECE & ROME","2023","GREECE ROME","0017-3835","1477-4550","511","14","22","28.4","25.3","0.1",
"19969","Journal of Korean Religions","2023","J KOREAN RELIG","2093-7288","2167-2040","51","8","8","N/A","15.6","0.1",
"19969","REFORMATION & RENAISSANCE REVIEW","2023","REFORM RENAISS REV","1462-2459","1743-1727","43","12","12","N/A","27.1","0.1",
"19969","Religion & Human Rights","2023","RELIG HUM RIGHTS","1871-031X","1871-0328","47","8","8","N/A","8.0","0.1",
"19969","Trans-Form-Acao","2023","TRANS-FORM-ACAO","0101-3173","1980-539X","147","93","94","1.1","16.1","0.1",
"19969","Childrens Literature Association Quarterly","2023","CHILD LIT ASSOC Q","0885-0429","1553-1201","189","15","15","15.8","14.4","0.1",
"19969","European Journal of Jewish Studies","2023","EUR J JEW STUD","1025-9996","1872-471X","57","14","15","N/A","18.7","0.1",
"19969","Zeitschrift fur Interkulturelle Germanistik","2023","Z INTERKULT GER","1869-3660","2198-0330","32","23","23","N/A","14.2","0.1",
"19969","Bronte Studies","2023","BRONTE STUD","1474-8932","1745-8226","92","26","26","N/A","19.0","0.1",
"19969","BULLETIN HISPANIQUE","2023","B HISPANIQUE","0007-4640","N/A","257","36","36","29.5","23.7","0.1",
"19969","DANCE CHRONICLE","2023","DANCE CHRONICLE","0147-2526","1532-4257","88","14","14","N/A","11.5","0.1",
"19969","NEW ZEALAND JOURNAL OF HISTORY","2023","NEW ZEAL J HIST","0028-8322","0028-8322","113","8","8","22.3","71.0","0.1",
"19969","PAJ-A JOURNAL OF PERFORMANCE AND ART","2023","PAJ","1520-281X","1537-9477","110","30","30","12.7","11.5","0.1",
"19969","PHILOLOGICAL QUARTERLY","2023","PHILOLOGICAL QUART","0031-7977","N/A","215","0","0","21.1","N/A","0.1",
"19969","ZEITSCHRIFT DES DEUTSCHEN PALASTINA-VEREINS","2023","Z DEUT PALASTINA-VER","0012-1169","N/A","156","5","5","22.1","19.8","0.1",
"19969","EIGHTEENTH-CENTURY LIFE","2023","EIGHTEENTH-CENT LIFE","0098-2601","1086-3192","164","13","21","17.5","30.1","0.1",
"19969","Journal of Scottish Historical Studies","2023","J SCOTT HIST STUD","1748-538X","1755-1749","58","6","7","N/A","75.0","0.1",
"19969","RILCE-Revista de Filologia Hispanica","2023","RILCE-REV FILOL HISP","0213-2370","2174-0917","144","40","40","6.9","18.5","0.1",
"19969","Steinbeck Review","2023","STEINBECK REV","1546-007X","1754-6087","35","16","16","N/A","28.7","0.1",
"19969","Worldviews-Global Religions Culture and Ecology","2023","WORLDVIEWS","1363-5247","1568-5357","162","4","5","15.2","13.1","0.1",
"19969","Critical Studies in Mens Fashion","2023","CRIT STUD MENS FASH","2050-070X","2050-0718","25","7","7","N/A","19.1","0.1",
"19969","Imago Temporis-Medium Aevum","2023","IMAGO TEMPORIS","1888-3931","2340-7778","50","15","15","N/A","19.2","0.1",
"19969","Revista de Estudios Latinos","2023","REV ESTUD LATINOS","2255-5056","2255-5056","29","7","7","N/A","35.7","0.1",
"19969","American, British and Canadian Studies","2023","AM BRIT CAN STUD","1841-1487","1841-964X","14","22","22","N/A","23.1","0.1",
"19969","BEITRAGE ZUR GESCHICHTE DER DEUTSCHEN SPRACHE UND LITERATUR","2023","BEITR GESCH DEUT SPR","0005-8076","1865-9373","100","14","14","33.5","24.4","0.1",
"19969","Estudios de Literatura Colombiana","2023","ESTUD LIT COLOMB","0123-4412","0123-4412","35","17","17","N/A","17.6","0.1",
"19969","Journal of Posthuman Studies-Philosophy Technology Media","2023","J POSTHUMAN STUD","2472-4513","2471-4461","42","6","6","N/A","11.4","0.1",
"19969","Comparatist","2023","COMPARATIST","0195-7678","1559-0887","65","22","22","N/A","20.2","0.1",
"19969","STRUMENTI CRITICI","2023","STRUM CRIT","0039-2618","0039-2618","36","32","33","N/A","27.8","0.1",
"19969","ANQ-A QUARTERLY JOURNAL OF SHORT ARTICLES NOTES AND REVIEWS","2023","ANQ-Q J SHORT ART N","0895-769X","1940-3364","101","54","54","8.5","27.5","0.1",
"19969","Journal of Chinese Cinemas","2023","J CHINESE CINEMAS","1750-8061","1750-807X","170","7","7","7.7","13.2","0.1",
"19969","VIERTELJAHRSHEFTE FUR ZEITGESCHICHTE","2023","VIERTELJAHR ZEITGES","0042-5702","2196-7121","200","19","19","20.9","25.9","0.1",
"19969","Horror Studies","2023","HORROR STUD","2040-3275","2040-3283","43","14","14","N/A","17.7","0.1",
"19969","Journal of Modern Periodical Studies","2023","J MOD PERIOD STUD","1947-6574","2152-9272","36","10","11","N/A","16.5","0.1",
"19969","Romance Studies","2023","ROMAN STUD","0263-9904","1745-8153","54","11","11","N/A","13.5","0.1",
"19969","Arms & Armour","2023","ARMS ARMOUR","1741-6124","1749-6268","22","14","14","N/A","44.3","0.1",
"19969","BIBLIOTHEQUE D HUMANISME ET RENAISSANCE","2023","BIBL HUM RENAISSANCE","0006-1999","N/A","103","11","12","32.5","29.8","0.1",
"19969","CANADIAN LITERATURE","2023","CAN LITERATURE","0008-4360","0008-4360","143","10","10","19.6","9.4","0.1",
"19969","I Tatti Studies","2023","TATTI STUD","0393-5949","2037-6731","80","18","18","N/A","27.1","0.1",
"19969","NOTES AND QUERIES","2023","NOTES QUERIES","0029-3970","1471-6941","380","104","104","21.8","41.8","0.1",
"19969","Womens Writing","2023","WOMENS WRIT","0969-9082","1747-5848","187","11","11","13.6","28.4","0.1",
"19969","Ecumenica-Performance and Religion","2023","ECUMENICA","1942-4558","2578-2185","4","8","8","N/A","14.2","0.1",
"19969","Hobbes Studies","2023","HOBBES STUD","0921-5891","1875-0257","52","11","12","N/A","22.3","0.1",
"19969","Annales Universitatis Paedagogicae Cracoviensis-Studia Mathematica","2023","ANN U PAEDAG ST MATH","2081-545X","2300-133X","46","12","12","N/A","10.8","0.1",
"19969","Lectora-Revista de Dones i Textualitat","2023","LECTORA","1136-5781","2013-9470","60","13","13","N/A","13.5","0.1",
"19969","Materiali e Discussioni per l Analisi dei Testi Classici","2023","MATER DISCUSS ANAL T","0392-6338","1724-1693","83","18","18","N/A","32.6","0.1",
"19969","Monumenta Serica-Journal of Oriental Studies","2023","MONUM SER-J ORIENT S","0254-9948","2057-1690","163","17","17","21.2","23.9","0.1",
"19969","Noveishaya Istoriya Rossii-Modern History of Russia","2023","NOVEISHAYA ISTOR ROS","2219-9659","2309-7973","97","66","66","N/A","12.4","0.1",
"19969","OSTERREICHISCHE ZEITSCHRIFT FUR VOLKSKUNDE","2023","OSTERR Z VOLSKUNDE","0029-9669","N/A","15","11","11","N/A","14.4","0.1",
"19969","ARCADIA","2023","ARCADIA","0003-7982","1613-0642","97","13","13","N/A","19.4","0.1",
"19969","ARION-A JOURNAL OF HUMANITIES AND THE CLASSICS","2023","ARION","0095-5809","0095-5809","178","9","9","25.0","21.0","0.1",
"19969","Britain and the World","2023","BRIT WORLD","2043-8567","2043-8575","33","8","8","N/A","29.8","0.1",
"19969","Ming Qing Yanjiu","2023","MING QING YANJIU","1724-8574","2468-4791","15","3","3","N/A","20.0","0.1",
"19969","CALIFORNIA HISTORY","2023","CALIF HIST","0162-2897","2327-1485","210","13","13","30.5","28.2","0.1",
"19969","Parliamentary History","2023","PARLIAM HIST","0264-2824","1750-0206","221","20","20","13.8","62.7","0.1",
"19969","LATOMUS","2023","LATOMUS","0023-8856","2294-4427","444","18","18","33.6","24.7","0.1",
"19969","ANALES DE LA LITERATURA ESPANOLA CONTEMPORANEA","2023","AN LIT ESPAN CONTEMP","0272-1635","N/A","82","20","20","N/A","28.8","0.1",
"19969","Australasian Drama Studies","2023","AUSTRALAS DRAMA STUD","0810-4123","N/A","45","16","16","N/A","9.7","0.1",
"19969","Canadian Journal of History-Annales Canadiennes d Histoire","2023","CAN J HIST","0008-4107","2292-8502","73","0","0","N/A","N/A","0.1",
"19969","Journal of Hindu Studies","2023","J HINDU STUD","1756-4255","1756-4263","62","16","16","N/A","20.6","0.1",
"19969","NEW ENGLAND QUARTERLY-A HISTORICAL REVIEW OF NEW ENGLAND LIFE AND LETTERS","2023","NEW ENGL QUART","0028-4866","1937-2213","309","13","13","26.9","89.0","0.1",
"19969","Territorio Sociedad y Poder-Revista de Estudios Medievales","2023","TERRIT SOC PODER-REV","N/A","2341-1163","5","0","0","N/A","N/A","0.1",
"19969","Archipel-Etudes interdisciplinaires sur le monde insulindien","2023","ARCHIPEL","0044-8613","2104-3655","150","6","6","22.5","23.9","0.1",
"19969","CHASQUI-REVISTA DE LITERATURA LATINOAMERICANA","2023","CHASQUI-REV LIT LAT","0145-8973","2327-4247","34","17","18","N/A","14.5","0.1",
"19969","Cuadernos de Estudios Gallegos","2023","CUAD ESTUD GALLEGOS","0210-847X","1988-8333","62","13","13","N/A","21.4","0.1",
"19969","Ethnorema","2023","ETHNOREMA","1826-8803","1826-8803","3","5","5","N/A","19.2","0.1",
"19969","Revista Internacional de Educacion Musical","2023","REV INT EDUC MUSICAL","2307-4841","2307-4841","35","3","3","N/A","9.6","0.1",
"19969","Revista Notas Historicas y Geograficas","2023","REV NOTAS HIST GEOGR","0717-036X","0719-4404","14","23","23","N/A","14.9","0.1",
"19969","Studies in Russian and Soviet Cinema","2023","STUD RUSS SOV CINE","1750-3132","1750-3140","38","15","15","N/A","9.7","0.1",
"19969","CAMERA OBSCURA","2023","CAMERA OBSCURA","0270-5346","1529-1510","275","20","20","13.3","15.4","0.1",
"19969","Iran and the Caucasus","2023","IRAN CAUCASUS","1609-8498","1573-384X","106","36","36","10.4","21.5","0.1",
"19969","Istoriya-Elektronnyi Nauchno-Obrazovatelnyi Zhurnal","2023","ISTORIYA-ELEKTRON","2079-8784","2079-8784","310","412","418","3.4","22.2","0.1",
"19969","Istoriya-History","2023","ISTORIYA-HIST","0861-3710","1314-8524","13","37","37","N/A","18.8","0.1",
"19969","J19-The Journal of Nineteenth-Century Americanists","2023","J19-J NINET-CENTURY","2166-742X","2166-7438","95","15","15","N/A","25.8","0.1",
"19969","LETTERE ITALIANE","2023","LETT ITAL","0024-1334","2035-6315","178","5","8","35.0","N/A","0.1",
"19969","Victoriographies-A Journal of Nineteenth-Century Writing 1790-1914","2023","VICTORIOGRAPHIES","2044-2416","2044-2424","16","14","14","N/A","19.0","0.1",
"19969","Chinese Literature and Thought Today","2023","CHIN LIT THOUGHT TOD","2768-3524","2768-3532","4","34","34","N/A","16.3","0.1",
"19969","Journal of Adaptation in Film & Performance","2023","J ADAPT FILM PERFORM","1753-6421","1753-643X","29","10","10","N/A","17.0","0.1",
"19969","JOURNAL OF ARABIC LITERATURE","2023","J ARABIC LIT","0085-2376","1570-064X","181","12","13","22.4","29.1","0.1",
"19969","Rudn Journal of Russian History","2023","RUDN J RUSS HIST","2312-8674","2312-8690","31","26","26","N/A","16.2","0.1",
"19969","Studia Theodisca","2023","STUD THEODISCA","1593-2478","2385-2917","5","5","5","N/A","21.6","0.1",
"19969","FABULA","2023","FABULA","0014-6242","1613-0464","101","24","24","26.6","21.1","0.1",
"19969","Janus-Estudios Sobre El Siglo de Oro","2023","JANUS","2254-7290","2254-7290","61","12","12","N/A","26.1","0.1",
"19969","JOURNAL OF MILITARY HISTORY","2023","J MILITARY HIST","0899-3718","1543-7795","226","14","14","17.8","32.2","0.1",
"19969","WELT DER SLAVEN-HALBJAHRESSCHRIFT FUR SLAVISTIK","2023","WELT SLAVEN","0043-2520","N/A","39","16","16","N/A","20.9","0.1",
"19969","ACADIENSIS","2023","ACADIENSIS","0044-5851","1712-7432","184","7","7","15.7","23.3","0.1",
"19969","Byzantinoslavica-Revue Internationale des Etudes Byzantines","2023","BYZANTINOSLAVICA","0007-7712","0007-7712","67","0","0","N/A","N/A","0.1",
"19969","ENGLISH IN AFRICA","2023","ENGL AFR","0376-8902","2071-7474","91","9","9","N/A","25.1","0.1",
"19969","Estudios Historicos","2023","ESTUD HIST-URUGUAY","1688-5317","1688-5317","27","30","30","N/A","18.3","0.1",
"19969","Expressions maghrebines","2023","EXPR MAGHREBINES","1540-0085","2475-2401","17","20","20","N/A","15.8","0.1",
"19969","Historia Caribe","2023","HIST CARIBE","0122-8803","2322-6889","50","19","19","N/A","16.1","0.1",
"19969","Journal of Law Finance and Accounting","2023","J LAW FINANC ACCOUNT","2380-5005","2380-5013","119","1","1","6.3","N/A","0.1",
"19969","Journal of Scandinavian Cinema","2023","J SCAND CINE","2042-7891","2042-7905","41","19","19","N/A","15.0","0.1",
"19969","Museum History Journal","2023","MUS HIST J","1936-9816","1936-9824","37","12","12","N/A","25.2","0.1",
"19969","PERFORMANCE RESEARCH","2023","PERFORM RES","1352-8165","1469-9990","384","43","43","9.7","9.6","0.1",
"19969","Theology","2023","THEOLOGY","0040-571X","2044-2696","120","34","36","19.0","17.8","0.1",
"19969","ARCHITECTURAL HISTORY","2023","ARCHIT HIST","0066-622X","2059-5670","117","11","12","19.8","59.5","0.1",
"19969","British and American Studies","2023","BRIT AM STUD","1224-3086","2457-7715","10","27","27","N/A","22.0","0.1",
"19969","Hiperboreea","2023","HIPERBOREEA","2688-8211","2284-5666","10","10","10","N/A","23.4","0.1",
"19969","History of Education & Childrens Literature","2023","HIST EDUC CHILD LIT","1971-1093","1971-1131","122","61","61","5.1","23.4","0.1",
"19969","COMPARATIVE DRAMA","2023","COMP DRAMA","0010-4078","1936-1637","185","11","11","22.1","21.0","0.1",
"19969","CONTEMPORARY LITERATURE","2023","CONTEMP LITERATURE","0010-7484","1548-9949","329","0","0","18.8","N/A","0.1",
"19969","IBEROROMANIA","2023","IBEROROMANIA","0019-0993","1865-9039","39","16","16","N/A","19.8","0.1",
"19969","Louvain Studies","2023","LOUVAIN STUD","0024-6964","1783-161X","51","0","0","N/A","N/A","0.1",
"19969","Anales de Literatura Chilena","2023","AN LIT CHIL","0717-6058","0719-0913","31","42","42","N/A","16.7","0.1",
"19969","Innes Review","2023","INNES REV","0020-157X","1745-5219","48","3","3","N/A","32.8","0.1",
"19969","Italianistica-Rivista di letteratura Italiana","2023","ITALIANISTICA","0391-3368","1724-1677","68","14","14","N/A","21.6","0.1",
"19969","Quest-Issues in Contemporary Jewish History","2023","QUEST-ISS CONTEMP JE","2037-741X","2037-741X","22","15","15","N/A","20.0","0.1",
"19969","International Journal of English Studies","2023","INT J ENGL STUD","1578-7044","1989-6131","206","9","9","11.9","14.7","0.1",
"19969","Jewish Historical Studies-Transactions of the Jewish Historical Society of England","2023","JEW HIST STUD","0962-9696","2397-1290","16","0","0","N/A","N/A","0.1",
"19969","Journal of Supreme Court History","2023","J SUPREME COURT HIST","1059-4329","1540-5818","49","14","14","N/A","73.8","0.1",
"19969","Listy Filologicke","2023","LIST FILOL","0024-4457","2570-9410","45","7","7","N/A","29.8","0.1",
"19969","Novyi Filologicheskii Vestnik-New Philological Bulletin","2023","NOVYI FILOL VESTN","2072-9316","2072-9316","70","107","107","N/A","18.3","0.1",
"19969","SVMMA-Revista de Cultures Medievals","2023","SVMMA-REV CULT MEDIE","N/A","2014-7023","3","8","8","N/A","25.5","0.1",
"19969","Tradition & Discovery","2023","TRADIT DISCOV","1057-1027","2154-1566","49","10","11","N/A","25.9","0.1",
"19969","ZEITSCHRIFT FUR DIE NEUTESTAMENTLICHE WISSENSCHAFT UND DIE KUNDE DER ALTEREN KIRCHE","2023","Z NEUTESTAMENT WISS","0044-2615","1613-009X","276","13","13","37.5","18.4","0.1",
"19969","African Historical Review","2023","AFR HIST REV","1753-2523","1753-2531","42","9","10","N/A","22.9","0.1",
"19969","Agathos-An International Review of the Humanities and Social Sciences","2023","AGATHOS","2069-1025","2248-3446","33","39","39","N/A","13.6","0.1",
"19969","ARTIBUS ASIAE","2023","ARTIBUS ASIAE","0004-3648","N/A","175","6","6","32.4","25.1","0.1",
"19969","Asian Review of World Histories","2023","ASIAN REV WORLD HIS","2287-965X","2287-9811","34","8","10","N/A","20.6","0.1",
"19969","ECUMENICAL REVIEW","2023","ECUMENICAL REV","0013-0796","1758-6623","183","33","33","12.5","22.9","0.1",
"19969","ESQ-A Journal of Nineteenth-Century American Literature and Culture","2023","ESQ-J NINETEENTH CEN","0093-8297","1935-021X","85","10","10","N/A","23.3","0.1",
"19969","ESTUDIOS FILOLOGICOS","2023","ESTUD FILOL-VALDIVIA","0071-1713","0717-6171","73","25","25","N/A","16.5","0.1",
"19969","Frantsuzskii Ezhegodnik-Annuaire d Etudes Francaises","2023","FR EZHEGODNIK","0235-4349","0235-4349","15","21","21","N/A","28.6","0.1",
"19969","Historia Contemporanea","2023","HIST CONTEMP","1130-2402","2340-0277","246","31","31","14.7","21.4","0.1",
"19969","JOURNAL OF THE SOUTHWEST","2023","J SOUTHWEST","0894-8410","2158-1371","116","11","11","13.0","42.3","0.1",
"19969","Magallanica-Revista de Historia Moderna","2023","MAGALLANICA","2422-779X","2422-779X","36","35","35","N/A","17.2","0.1",
"19969","Cuadernos Lirico","2023","CUAD LIRICO","2263-2158","2262-8339","35","25","25","N/A","17.3","0.1",
"19969","International Journal of Chinese & Comparative Philosophy of Medicine","2023","INT J CHIN COMP PHIL","1386-6354","1386-6354","33","26","27","N/A","5.6","0.1",
"19969","International Journal of Military History and Historiography","2023","INT J MIL HIST HIS","2468-3299","2468-3302","20","16","16","N/A","22.5","0.1",
"19969","JOURNAL OF FEMINIST STUDIES IN RELIGION","2023","J FEMINIST STUD REL","8755-4178","1553-3913","242","19","19","15.1","13.9","0.1",
"19969","LIAS-Journal of Early Modern Intellectual Culture and its Sources","2023","LIAS","2033-4753","2033-5016","24","0","0","N/A","N/A","0.1",
"19969","Logos-Journal of the World Publishing Community","2023","LOGOS J WORLD PUBL C","0957-9656","1878-4712","33","20","20","N/A","6.5","0.1",
"19969","On the Waterfront","2023","WATERFRONT","1139-7365","1139-7365","36","8","8","N/A","11.5","0.1",
"19969","OUD HOLLAND","2023","OUD HOLLAND","N/A","1875-0176","48","10","10","N/A","34.4","0.1",
"19969","American Nineteenth Century History","2023","AM 19 CENTURY HIST","1466-4658","1743-7903","77","11","11","N/A","26.9","0.1",
"19969","Anuario IEHS","2023","ANU IEHS","0326-9671","2524-9339","111","25","25","15.2","13.6","0.1",
"19969","Eirene-Studia Graeca et Latina","2023","EIRENE","0046-1628","N/A","26","0","0","N/A","N/A","0.1",
"19969","FRENCH FORUM","2023","FR FORUM","0098-9355","1534-1836","80","0","0","N/A","N/A","0.1",
"19969","Nordisk Judaistik-Scandinavian Jewish Studies","2023","NORDISK JUD","0348-1646","2343-4929","24","12","12","N/A","26.3","0.1",
"19969","STUDIES IN AMERICAN FICTION","2023","STUD AM FICTION","0091-8083","2158-5806","98","13","13","N/A","11.9","0.1",
"19969","STUDIES IN CANADIAN LITERATURE-ETUDES EN LITTERATURE CANADIENNE","2023","STUD CAN LIT","0380-6995","1718-7850","79","7","7","N/A","16.0","0.1",
"19969","Letras-Lima","2023","LETRAS-LIMA","0378-4878","2071-5072","32","22","22","N/A","19.9","0.1",
"19969","MUSEOLOGIA SCIENTIFICA","2023","MUSEOL SCIENTIFICA","1123-265X","1123-265X","51","8","8","N/A","12.3","0.1",
"19969","NEW YORK HISTORY","2023","NEW YORK HIST","0146-437X","2328-8132","136","19","19","30.6","44.3","0.1",
"19969","THEATRE HISTORY STUDIES","2023","THEATRE HIST STUD","0733-2033","N/A","42","0","0","N/A","N/A","0.1",
"19969","Vestnik Sankt-Peterburgskogo Universiteta-Yazyk i Literatura","2023","VESTN ST PETER U-YAZ","2541-9358","2541-9366","31","38","38","N/A","17.4","0.1",
"19969","Journal of Hebrew Scriptures","2023","J HEBR SCR","1203-1542","1203-1542","53","5","5","N/A","17.5","0.1",
"19969","LILI-ZEITSCHRIFT FUR LITERATURWISSENSCHAFT UND LINGUISTIK","2023","LILI","0049-8653","2365-953X","78","38","38","N/A","15.9","0.1",
"19969","SARE-Southeast Asian Review of English","2023","SARE-SE ASIAN REV EN","0127-046X","0127-046X","25","18","18","N/A","14.7","0.1",
"19969","Studia Universitatis Babes-Bolyai Philosophia","2023","ST U BABE-BOL PHILOS","1221-8138","2065-9407","14","29","29","N/A","19.9","0.1",
"19969","Toronto Journal of Theology","2023","TOR J THEOL","0826-9831","1918-6371","44","15","15","N/A","15.1","0.1",
"19969","Anuari de Filologia-Literatures Contemporanies","2023","ANU FILOL-LIT CONTEM","2014-1416","2014-1416","3","9","9","N/A","17.6","0.1",
"19969","Archaeology International","2023","ARCHAEOL INT","1463-1725","2048-4194","72","9","10","N/A","10.0","0.1",
"19969","Early Popular Visual Culture","2023","EARLY POPUL VIS CULT","1746-0654","1746-0662","94","15","15","N/A","26.5","0.1",
"19969","Eighteenth-Century Music","2023","EIGHTEENTH-CENT MUSI","1478-5706","1478-5714","50","6","6","N/A","22.3","0.1",
"19969","Flora Infeksiyon Hastaliklari ve Klinik Mikrobiyoloji Dergisi","2023","FLORA-INFEK HASTALIK","1300-932X","2602-2842","73","69","76","N/A","6.4","0.1",
"19969","HISTOIRE SOCIALE-SOCIAL HISTORY","2023","HIST SOC/SOC HIST","0018-2257","0018-2257","183","15","15","12.6","29.1","0.1",
"19969","JAMES JOYCE QUARTERLY","2023","JAMES JOYCE QUART","0021-4183","1938-6036","223","23","23","24.1","35.0","0.1",
"19969","JOURNAL OF THE WARBURG AND COURTAULD INSTITUTES","2023","J WARBURG COURTAULD","0075-4390","2044-0014","479","10","10","48.8","20.4","0.1",
"19969","Minerva-Revista de Filologia Clasica","2023","MINERVA-REV FILOL RE","0213-9634","2530-6480","7","10","10","N/A","26.6","0.1",
"19969","Scandinavian Journal of the Old Testament","2023","SCAND J OLD TESTAM","0901-8328","1502-7244","86","18","19","N/A","22.2","0.1",
"19969","Studia Ceranea","2023","STUD CERANEA","2084-140X","2084-140X","34","35","35","N/A","26.3","0.1",
"19969","Vestnik Permskogo Universiteta-Istoriya-Perm University Herald-History","2023","VESTN PERMSK UNIV-IS","2219-3111","2219-3111","58","66","67","N/A","15.7","0.1",
"19969","ARYS-Antiguedad Religiones y Sociedades","2023","ARYS-ANTIG RELIG SOC","1575-166X","2173-6847","50","15","15","N/A","20.0","0.1",
"19969","ETUDES ANGLAISES","2023","ETUD ANGLAISES","0014-195X","0014-195X","42","12","12","N/A","13.7","0.1",
"19969","Liturgy","2023","LITURGY","0458-063X","1557-3001","43","18","18","N/A","11.5","0.1",
"19969","Midland History","2023","MIDL HIST","0047-729X","1756-381X","53","17","18","N/A","34.9","0.1",
"19969","REVISTA IBEROAMERICANA","2023","REV IBEROAMERICANA","0034-9631","2154-4794","248","48","48","25.8","15.5","0.1",
"19969","Rivista di Estetica","2023","RIV ESTET","0035-6212","0035-6212","82","37","37","N/A","17.5","0.1",
"19969","Vestnik Sankt-Peterburgskogo Universiteta-Iskusstvovedenie","2023","VESTN ST PETER U-ISK","2221-3007","2542-2243","26","39","39","N/A","30.6","0.1",
"19969","ZEITSCHRIFT FUR DEUTSCHES ALTERTUM UND DEUTSCHE LITERATUR","2023","Z DEUT ALTERTUM DEUT","0044-2518","0044-2518","105","15","15","32.5","32.0","0.1",
"19969","Aristonothos-Scritti per il Mediterraneo Antico","2023","ARISTONOTHOS-SCR MED","2037-4488","2385-2895","14","11","11","N/A","24.4","0.1",
"19969","Arquitetura Revista","2023","ARQUITETURA REV","1808-5741","N/A","56","0","0","N/A","N/A","0.1",
"19969","Estudios de Asia y Africa","2023","ESTUD ASIA AFR","0185-0164","2448-654X","58","21","23","N/A","20.3","0.1",
"19969","HEYTHROP JOURNAL","2023","HEYTHROP J","0018-1196","1468-2265","227","46","46","11.7","23.9","0.1",
"19969","HISTORICAL JOURNAL OF FILM RADIO AND TELEVISION","2023","HIST J FILM RADIO TV","0143-9685","1465-3451","234","34","35","17.7","45.7","0.1",
"19969","Journal for Semitics","2023","J SEMIT","1013-8471","1013-8471","55","20","20","N/A","19.8","0.1",
"19969","Landscape Architecture and Art","2023","LANDSC ARCHIT ART","2255-8632","2255-8640","28","16","16","N/A","14.4","0.1",
"19969","Religioni e Societa-Rivista di Scienze Sociali della Religione","2023","RELIG SOC-ITALY","0394-9397","1722-4705","13","19","19","N/A","15.3","0.1",
"19969","Spiritus-A Journal of Christian Spirituality","2023","SPIRITUS","1533-1709","1535-3117","70","16","16","N/A","20.8","0.1",
"19969","Storinky Istoriyi-History Pages","2023","STORINKY ISTORIYI","2307-5244","2411-0647","18","35","35","N/A","17.5","0.1",
"19969","CLIO-A JOURNAL OF LITERATURE HISTORY AND THE PHILOSOPHY OF HISTORY","2023","CLIO","0884-2043","0884-2043","117","6","6","17.2","21.1","0.1",
"19969","Contemporary Europe-Sovremennaya Evropa","2023","CONTEMP EUR","0201-7083","0201-7083","83","16","16","N/A","3.2","0.1",
"19969","East Asian Pragmatics","2023","E ASIAN PRAGMAT","2055-7752","2055-7760","56","15","16","N/A","15.9","0.1",
"19969","ESPES-The Slovak Journal of Aesthetics","2023","ESPES","N/A","1339-1119","13","20","20","N/A","15.2","0.1",
"19969","Fontes Linguae Vasconum","2023","FONTES LING VASCONUM","0046-435X","2530-5832","50","25","25","N/A","14.7","0.1",
"19969","International Journal for the Study of Skepticism","2023","INT J STUDY SKEPT","2210-5697","2210-5700","75","18","18","N/A","12.2","0.1",
"19969","Nova et Vetera-English Edition","2023","NOVA VETERA","1542-7315","2470-5861","113","54","56","6.7","20.0","0.1",
"19969","Review of Rabbinic Judaism","2023","REV RABBIN JUD","1568-4857","1570-0704","30","11","11","N/A","27.8","0.1",
"19969","Studia Historica-Historia Antigua","2023","STUD HIST-HIST ANTIG","0213-2052","2530-4100","64","10","10","N/A","21.0","0.1",
"19969","Volgogradskii Gosudarstvennyi Universitet-Vestnik-Seriya 4-Istoriya Regionovedenie Mezhdunarodnye Otnosheniya","2023","VOLGOGR GOS UNIV-VES","1998-9938","2312-8704","80","128","129","N/A","21.9","0.1",
"19969","Biblical Theology Bulletin","2023","BIBLIC THEOL BULL","0146-1079","1945-7596","94","23","23","N/A","17.7","0.1",
"19969","CENTRAL ASIATIC JOURNAL","2023","CENT ASIATIC J","0008-9192","N/A","114","0","0","30.2","N/A","0.1",
"19969","CHINESE STUDIES IN HISTORY","2023","CHINESE STUD HIST","0009-4633","1558-0407","78","18","20","N/A","24.1","0.1",
"19969","Enthymema-International Journal of Literary Criticism Literary Theory and Philosophy of Literature","2023","ENTHYMEMA","2037-2426","2037-2426","38","27","27","N/A","16.8","0.1",
"19969","Estudios Irlandeses","2023","ESTUD IRL","1699-311X","1699-311X","38","27","27","N/A","17.6","0.1",
"19969","Gosudarstvo Religiya Tserkov v Rossii i za Rubezhom","2023","GOS RELIG TSERKOV RO","2073-7203","2073-7211","99","15","15","N/A","22.7","0.1",
"19969","HUDEBNI VEDA","2023","HUDEBNI VEDA","0018-7003","2694-6998","17","9","9","N/A","40.0","0.1",
"19969","Istorija 20 Veka","2023","ISTOR 20 VEKA","0352-3160","2560-3647","45","18","25","N/A","20.4","0.1",
"19969","Jewish Film & New Media-An International Journal","2023","JEW FILM NEW MEDIA","2169-0324","2169-0332","13","0","0","N/A","N/A","0.1",
"19969","Medieval Encounters","2023","MEDIEV ENCOUNT","1380-7854","1570-0674","197","20","20","14.3","22.4","0.1",
"19969","Medizinhistorisches Journal","2023","MEDIZINHISTORICHES J","0025-8431","1611-4477","98","13","13","N/A","26.1","0.1",
"19969","MUSICAL QUARTERLY","2023","MUSIC QUART","0027-4631","1741-8399","448","6","6","40.0","41.0","0.1",
"19969","Naharaim","2023","NAHARAIM","1862-9148","1862-9156","25","15","15","N/A","21.6","0.1",
"19969","Northwestern Journal of International Law & Business","2023","NW J INT LAW BUS","0196-3228","N/A","197","8","8","10.2","6.4","0.1",
